text,label
move this convo to dms 😂 rn?,Predatory
lowk that was fire fr highk!,Not Predatory
anyone got code 😭 tbh!,Not Predatory
yo queue up 😭 ngl!,Not Predatory
u on rn lol later!!,Not Predatory
send it here only bro asap??,Predatory
promise i won’t tell smh?,Predatory
yo invite me smh asap!,Not Predatory
who hosting rn bro highk?,Not Predatory
come thru tmrw lmao ngl??,Predatory
yo lets meet after smh later!,Predatory
trust me it’s safe smh highk!!,Predatory
yo hop on vc 😂 ngl!,Not Predatory
yo hop on vc 😂 lowk!,Not Predatory
promise i won’t tell fr ngl!,Predatory
just us two ong rn!!,Predatory
just us two lmao idc!!,Predatory
add me private smh...,Predatory
its chill trust 😭 ngl,Predatory
nobody else gotta see 💀 lowk!,Predatory
don’t say nun bro later...,Predatory
dont tell ur friends rn...,Predatory
bro that clutch insane 😂 later,Not Predatory
bruh u selling 😂 asap!!,Not Predatory
switch to insta lmao tbh,Predatory
anyone got hw done tho!!,Not Predatory
yo queue up lmao tho,Not Predatory
promise i won’t tell ong rn!,Predatory
yo lets squad smh idc?,Not Predatory
nah i muted u lol 😭 ngl??,Not Predatory
anyone got code 😂...,Not Predatory
nobody gotta kno 💀 ngl...,Predatory
parents wont find out 💀 lowk?,Predatory
yo check discord fr!!,Not Predatory
stop acting scared 😂 tbh??,Predatory
nah i lagged smh rn?,Not Predatory
yo hop on vc 😂 idc...,Not Predatory
this wifi trash 😭 later,Not Predatory
nah i lagged 💀?,Not Predatory
nah i gotta dip 😭 rn?,Not Predatory
nah im tired ong highk??,Not Predatory
just us two 😭 tbh!!,Predatory
that skin clean af 😂 rn?,Not Predatory
im down for comp!!,Not Predatory
don’t tell no1 😭 ngl!!,Predatory
im down for comp ong later?,Not Predatory
hide this convo smh lowk??,Predatory
promise i won’t tell 😂 rn!,Predatory
yo hop on vc fr tbh...,Not Predatory
ggs that was fun smh asap!!,Not Predatory
yo hop on vc 😭 rn?,Not Predatory
this just btwn u n me ong!!,Predatory
stay quiet abt this fr tbh,Predatory
yo hop on vc 😂 lowk?,Not Predatory
send me a pic rq lmao tbh,Predatory
this team stacked lol asap...,Not Predatory
dont type it here 😭??,Predatory
ggs that was fun lol lowk??,Not Predatory
who hosting rn ngl?,Not Predatory
ggs that was fun ong highk?,Not Predatory
bro that clutch insane fr asap?,Not Predatory
bro that clutch insane 😭 lowk,Not Predatory
that skin clean af smh idc!,Not Predatory
anyone tryna play fr highk?,Not Predatory
nah i’m off rn ong idc...,Not Predatory
this chat dead lowk smh!,Not Predatory
act normal in chat 😂 asap...,Predatory
bruh u funny asf tbh,Not Predatory
trust me u fine lol lowk,Predatory
who hosting rn 😭?,Not Predatory
parents wont find out 😂 idc?,Predatory
hide this convo lmao idc??,Predatory
dont share this 😭 asap?,Predatory
this just btwn u n me smh later!,Predatory
lowk that was fire 😭 lowk??,Not Predatory
delete these msgs after bro idc!!,Predatory
u see that update 💀 tbh,Not Predatory
yo queue up fr tho!!,Not Predatory
slide me ur addy idc,Predatory
we shud link irl smh rn!!,Predatory
anyone got hw done bro rn!,Not Predatory
nah i cant today ong idc!!,Not Predatory
add me private bro rn!,Predatory
slide me ur addy 😭 highk,Predatory
fr that update trash bro asap!,Not Predatory
nah i’m off rn ong lowk?,Not Predatory
this just btwn u n me bro idc??,Predatory
trust me u fine lmao later!!,Predatory
hide this convo lol later!!,Predatory
nah i cant today fr tho??,Not Predatory
lowk that was fire later!!,Not Predatory
this team stacked 😭 ngl??,Not Predatory
this chat dead lowk lmao rn!,Not Predatory
yo lets meet after bro tho??,Predatory
nobody gotta kno lol asap??,Predatory
nah im broke rn fr lowk!,Not Predatory
lmfao u trash lmao lowk,Not Predatory
nah i lagged lmao rn...,Not Predatory
yo send link??,Not Predatory
yo this lobby mid fr tho...,Not Predatory
yo queue up ong??,Not Predatory
ill keep it secret fr rn!,Predatory
parents wont find out smh idc!!,Predatory
nah game bugged 😭 rn?,Not Predatory
who online rn lol tbh...,Not Predatory
yo lets meet after 💀 tho??,Predatory
promise i won’t tell fr idc!,Predatory
yo invite me smh lowk??,Not Predatory
shh its secret lmao ngl??,Predatory
hide this convo 💀 tho,Predatory
this just btwn u n me 💀 tbh?,Predatory
yo lets meet after fr tbh!!,Predatory
bruh u funny asf 😭 asap!!,Not Predatory
stay quiet abt this lmao lowk??,Predatory
bruh stop camping ong asap,Not Predatory
slide me ur addy smh?,Predatory
dont ask why ong lowk,Predatory
this wifi trash 😂 idc!,Not Predatory
anyone got code ong lowk!,Not Predatory
yo send link smh asap?,Not Predatory
anyone got code lmao tho,Not Predatory
that skin clean af 😂 lowk??,Not Predatory
ill keep it secret later!!,Predatory
bruh u always late 😂 asap!,Not Predatory
delete logs later 😂 tho?,Predatory
anyone got code bro tho,Not Predatory
im down for comp 💀 lowk!,Not Predatory
this just btwn u n me bro tbh?,Predatory
im down for comp 💀 tbh!,Not Predatory
nah i’m off rn smh!!,Not Predatory
bruh stop camping smh tho!!,Not Predatory
trust me u fine lol idc?,Predatory
its chill trust 💀 lowk...,Predatory
this lobby sweaty af fr idc,Not Predatory
keep this btwn us 😭 tbh?,Predatory
anyone got code 😂 asap?,Not Predatory
i won’t snitch dw ong lowk!!,Predatory
this team stacked lol later?,Not Predatory
delete these msgs after fr!!,Predatory
anyone tryna play bro!!,Not Predatory
who online rn bro tbh?,Not Predatory
yo invite me fr tbh??,Not Predatory
bruh u always late lmao rn?,Not Predatory
u on rn bro!!,Not Predatory
just us two 💀 tho!!,Predatory
trust me it’s safe bro later!,Predatory
promise i won’t tell bro lowk,Predatory
this lobby sweaty af tho,Not Predatory
who online rn bro later!!,Not Predatory
who hosting rn fr lowk?,Not Predatory
anyone got code lol ngl?,Not Predatory
anyone tryna play smh tbh!!,Not Predatory
we shud link irl 💀 rn,Predatory
come thru tmrw smh asap!!,Predatory
come thru tmrw rn,Predatory
u see that update ong idc??,Not Predatory
anyone tryna play 💀 asap,Not Predatory
move this convo to dms 😭 rn,Predatory
send it here only 😂 tbh?,Predatory
yo check discord lmao idc!!,Not Predatory
just us two lowk,Predatory
nobody gotta kno 😭 rn!!,Predatory
this lobby sweaty af highk?,Not Predatory
this team stacked 💀 lowk!,Not Predatory
this wifi trash fr rn!!,Not Predatory
lmfao u trash lmao later??,Not Predatory
stop acting scared smh rn!!,Predatory
nah i’m off rn lmao tho??,Not Predatory
fr that update trash smh later?,Not Predatory
yo lets squad lmao ngl!!,Not Predatory
we gotta keep quiet lol later!,Predatory
yo check discord 😭!!,Not Predatory
yo check discord ong asap??,Not Predatory
anyone got code 😭 idc!!,Not Predatory
add me private 💀 tho!,Predatory
hide this convo lmao ngl!!,Predatory
this team stacked smh lowk,Not Predatory
lol that meme killed me rn??,Not Predatory
anyone tryna play lol idc!!,Not Predatory
nah i’m off rn 💀 later!!,Not Predatory
nobody else important smh ngl?,Predatory
anyone got code lol?,Not Predatory
don’t tell no1 smh idc,Predatory
send me dm rn highk!!,Predatory
fr that update trash ong rn...,Not Predatory
delete logs later bro tbh??,Predatory
send me dm rn ong asap...,Predatory
that skin clean af 😭 later,Not Predatory
im down for comp lmao ngl??,Not Predatory
yo check discord smh tbh,Not Predatory
keep this btwn us lol tbh...,Predatory
slide me ur addy 😂 highk!,Predatory
switch to insta lol asap...,Predatory
nobody else important lmao asap!!,Predatory
move this convo to dms smh lowk!!,Predatory
switch to insta smh asap!!,Predatory
anyone got hw done 💀 tbh?,Not Predatory
yo hop on vc tbh!,Not Predatory
i won’t snitch dw lol tbh!,Predatory
parents wont find out 💀 later??,Predatory
don’t say nun 😂 highk!!,Predatory
bruh u selling lol...,Not Predatory
nah i cant today idc!,Not Predatory
act normal in chat lol highk,Predatory
send it here only 😭 lowk...,Predatory
nah im broke rn 💀 later!,Not Predatory
lmfao u trash 😭 tho...,Not Predatory
lowk that was fire lol tho...,Not Predatory
slide me ur addy 💀 ngl!,Predatory
nah im tired 💀 later!!,Not Predatory
delete logs later 😂 later??,Predatory
anyone tryna play 😭 highk!,Not Predatory
yo this lobby mid bro ngl...,Not Predatory
come thru tmrw 💀 asap!,Predatory
send me a pic rq fr rn!,Predatory
its chill trust asap?,Predatory
anyone got hw done lol tho...,Not Predatory
that skin clean af idc...,Not Predatory
yo drop ur ign...,Not Predatory
bruh u funny asf ong tho...,Not Predatory
im down for comp 😂 asap!,Not Predatory
stop acting scared 😭 rn,Predatory
bruh stop camping smh tho,Not Predatory
its chill trust bro!,Predatory
nah im tired 💀 tho,Not Predatory
yo hop on vc lmao idc!!,Not Predatory
promise i won’t tell lol rn,Predatory
nah i gotta dip ong ngl!,Not Predatory
promise i won’t tell lol tho!,Predatory
nah i gotta dip lol highk,Not Predatory
just us two 😭 idc!!,Predatory
parents wont find out ngl??,Predatory
hide this convo 😂 lowk!!,Predatory
nah i’m off rn 💀 later??,Not Predatory
act normal in chat fr rn...,Predatory
yo drop ur ign smh tbh!!,Not Predatory
nah i gotta dip fr ngl!!,Not Predatory
lol that meme killed me 💀 idc??,Not Predatory
nah im tired fr later!!,Not Predatory
its chill trust...,Predatory
nah im tired 💀 rn,Not Predatory
delete logs later smh tbh!!,Predatory
add me private lol later!!,Predatory
this team stacked smh rn!!,Not Predatory
im down for comp smh ngl,Not Predatory
don’t say nun lol highk...,Predatory
nah i gotta dip 😂 idc??,Not Predatory
trust me u fine 😂 later!,Predatory
lowk need food bro?,Not Predatory
yo lets squad bro tbh?,Not Predatory
delete these msgs after lmao tho,Predatory
bruh u selling 😭 asap?,Not Predatory
ill keep it secret bro tbh!,Predatory
send it here only rn,Predatory
fr that update trash 💀 later??,Not Predatory
nah i cant today fr tho!!,Not Predatory
stop acting scared bro tbh!,Predatory
nah i lagged 💀 tbh,Not Predatory
bruh u funny asf lol rn,Not Predatory
nah i muted u lol smh tbh!,Not Predatory
bruh u funny asf fr rn?,Not Predatory
who hosting rn smh tbh,Not Predatory
ur parents don’t gotta kno ong?,Predatory
nah i cant today lmao!!,Not Predatory
bro that clutch insane 💀 tbh?,Not Predatory
lowk that was fire lmao tbh??,Not Predatory
yo check discord smh ngl...,Not Predatory
dont tell ur friends bro lowk?,Predatory
stop acting scared bro highk?,Predatory
bruh u selling lmao later??,Not Predatory
no1 gotta kno fr bro idc?,Predatory
this chat dead lowk later?,Not Predatory
nah im tired ong later,Not Predatory
trust me u fine smh idc,Predatory
trust me it’s safe lmao tho!,Predatory
move this convo to dms ong rn,Predatory
hide this convo smh rn,Predatory
nobody gotta kno lowk...,Predatory
delete logs later bro lowk...,Predatory
act normal in chat bro highk...,Predatory
yo check discord 😭 asap!,Not Predatory
lol that meme killed me bro lowk?,Not Predatory
its chill trust lol later?,Predatory
this wifi trash 💀 tbh,Not Predatory
no1 gotta kno fr lmao lowk...,Predatory
ill keep it secret fr later,Predatory
dont share this bro!!,Predatory
nah im tired 😭 highk!,Not Predatory
shh its secret smh rn...,Predatory
shh its secret 😂,Predatory
dont type it here bro lowk??,Predatory
trust me it’s safe 💀 tbh??,Predatory
move this convo to dms ong lowk??,Predatory
who online rn lol idc,Not Predatory
u see that update fr ngl??,Not Predatory
u on rn lol?,Not Predatory
just us two lol ngl?,Predatory
add me private lol ngl!,Predatory
stay quiet abt this 😂 ngl!!,Predatory
nah i’m off rn bro tbh?,Not Predatory
switch to insta 😭 highk?,Predatory
nobody gotta kno smh tbh!,Predatory
stay quiet abt this highk!,Predatory
just us two lol idc??,Predatory
bro that clutch insane 😂 rn...,Not Predatory
yo check discord fr lowk,Not Predatory
slide me ur addy bro highk?,Predatory
yo this lobby mid lmao highk,Not Predatory
yo invite me later...,Not Predatory
anyone tryna play smh tbh,Not Predatory
i won’t snitch dw ong tho!!,Predatory
don’t tell no1 😭 lowk!!,Predatory
dont type it here 😭 later!!,Predatory
yo check discord highk!,Not Predatory
add me private 💀 ngl...,Predatory
bro that clutch insane 😭 tho!!,Not Predatory
add me private fr rn??,Predatory
yo queue up fr rn?,Not Predatory
lmfao u trash 😂 tho??,Not Predatory
nah i muted u lol 😭 lowk!!,Not Predatory
nah game bugged bro asap?,Not Predatory
nobody gotta kno lmao lowk,Predatory
yo hop on vc smh asap!!,Not Predatory
anyone tryna play 😂 lowk,Not Predatory
move this convo to dms lol asap,Predatory
trust me u fine ong later??,Predatory
we gotta keep quiet ong idc?,Predatory
anyone tryna play lol lowk!!,Not Predatory
this wifi trash lol tho?,Not Predatory
anyone tryna play lmao idc!!,Not Predatory
bruh u funny asf rn!!,Not Predatory
trust me it’s safe bro later?,Predatory
nah im broke rn bro tho...,Not Predatory
nah i gotta dip 😂 rn?,Not Predatory
hide this convo ong rn!!,Predatory
nah i’m off rn lmao tho...,Not Predatory
nah i gotta dip lmao later,Not Predatory
yo invite me 😂 highk!!,Not Predatory
nah im broke rn 😂 asap...,Not Predatory
don’t say nun 💀 tbh...,Predatory
nobody else important fr lowk?,Predatory
yo hop on vc 😂 idc,Not Predatory
promise i won’t tell 💀 highk!!,Predatory
anyone got code??,Not Predatory
add me private fr idc,Predatory
im down for comp lol!,Not Predatory
lowk that was fire bro asap...,Not Predatory
yo drop ur ign 😭 rn?,Not Predatory
bruh u always late fr lowk?,Not Predatory
nah im broke rn 😭 highk...,Not Predatory
no1 gotta kno fr smh highk?,Predatory
yo invite me smh rn??,Not Predatory
anyone got code smh lowk,Not Predatory
move this convo to dms 😂 tbh!!,Predatory
bruh stop camping bro later?,Not Predatory
nah i muted u lol ong tho!!,Not Predatory
bruh stop camping bro idc...,Not Predatory
send me a pic rq 😂...,Predatory
no1 gotta kno fr lol later?,Predatory
don’t say nun lol later!!,Predatory
slide me ur addy 😭 ngl,Predatory
lowk that was fire fr later...,Not Predatory
keep this btwn us 💀 tho...,Predatory
this chat dead lowk idc?,Not Predatory
add me private ong...,Predatory
move this convo to dms fr!!,Predatory
u on rn 😭 idc,Not Predatory
yo hop on vc fr idc??,Not Predatory
yo lets meet after lmao asap??,Predatory
keep this btwn us lmao highk,Predatory
lowk that was fire lmao later...,Not Predatory
hide this convo 😂 rn!!,Predatory
lowk that was fire smh asap,Not Predatory
nobody gotta kno smh,Predatory
anyone got code lol!,Not Predatory
don’t tell no1 bro tho??,Predatory
yo hop on vc tho,Not Predatory
trust me u fine tho?,Predatory
im down for comp 😂 idc!,Not Predatory
i won’t snitch dw smh tbh?,Predatory
this lobby sweaty af 💀 ngl!,Not Predatory
send it here only 😂 idc!!,Predatory
hide this convo ong ngl,Predatory
dont type it here lol asap?,Predatory
act normal in chat 😂 asap??,Predatory
u on rn smh asap...,Not Predatory
this team stacked smh tbh?,Not Predatory
nah im tired ong...,Not Predatory
send me a pic rq bro lowk,Predatory
just us two 😭 rn??,Predatory
nah i gotta dip smh highk,Not Predatory
